341354
-2419.87
-12454
-824.344
5718.03
5676.5
-191.953
187655
-15431.5
2862.57
4340.48
35231
4004.83
8542.77
-8952.3
4637.69
11343
6656.35
18450.7
4639.03
-4943.31
13995.5
-2761.18
-5770.3
-10329
9081.76
13003.9
3637.53
1106.32
120335
-5742.81
24160.1
5364.6
11340.4
-5402.21
743.895
-19285.4
-6500.48
-19611.5
-6630.17
